1. КРАТКАЯ ХАРАКТЕРИСТИКА РЕСПУБЛИКИ БАШКОРТОСТАН, ЕЕ МЕСТО И РОЛЬ В РОССИЙСКОЙ ФЕДЕРАЦИИ И ПРИВОЛЖСКОМ ФЕДЕРАЛЬНОМ ОКРУГЕ;-1
1.1. Социально-экономическое развитие Республики Башкортостан в 2010 - 2016 годах;2
1.2. Конкурентные преимущества, потенциал и ограничения Республики Башкортостан;-1
1.3. Анализ общих факторов прогнозного фона: мировые и общероссийские тренды, внешние риски;-1
1.4. Приоритеты, цели и задачи социально-экономического развития Республики Башкортостан на период до 2030 года;3
1.5. Сценарии социально-экономического развития Республики Башкортостан на период до 2030 года;4
1.6. Ожидаемые результаты реализации Стратегии;16
2. НАПРАВЛЕНИЯ И ПРОЕКТЫ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИ БАШКОРТОСТАН НА ПЕРИОД ДО 2030 ГОДА;6
2.1. Человеческий капитал;5
2.2. Реальный сектор экономики;-1
2.3. Сбалансированное развитие территорий;-1
2.4. Государственное управление;-1
3. ЗАКЛЮЧИТЕЛЬНАЯ ЧАСТЬ;12
3.1. Сроки и этапы реализации Стратегии;14
3.2. Оценка финансовых ресурсов, необходимых для реализации Стратегии;13
3.3. Механизмы реализации Стратегии;-1
Приложение N 1. ТЕРМИНЫ И ОПРЕДЕЛЕНИЯ, ИСПОЛЬЗУЕМЫЕ В СТРАТЕГИИ;-1
Приложение N 2. ЦЕЛЕВЫЕ ИНДИКАТОРЫ СТРАТЕГИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИ БАШКОРТОСТАН НА ПЕРИОД ДО 2030 ГОДА;-1
2.1. Человеческий капитал;5
2.2. Реальный сектор экономики;-1
2.3. Сбалансированное развитие территорий;-1
2.4. Государственное управление.;-1
Приложение N 3. ПЕРЕЧЕНЬ КРУПНЫХ ИНВЕСТИЦИОННЫХ ПРОЕКТОВ РЕСПУБЛИКИ БАШКОРТОСТАН;17
Приложение N 4. ПЕРЕЧЕНЬ ЦЕЛЕЙ, ЗАДАЧ И ЦЕЛЕВЫХ ОРИЕНТИРОВ СТРАТЕГИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИ БАШКОРТОСТАН НА ПЕРИОД ДО 2030 ГОДА;3
Приоритет: человеческий капитал;-1
Приоритет: реальный сектор экономики;-1
Приоритет: сбалансированное развитие территорий;-1
Приоритет: государственное управление;-1
Приложение N 5. ПЕРЕЧЕНЬ ГОСУДАРСТВЕННЫХ ПРОГРАММ РЕСПУБЛИКИ БАШКОРТОСТАН;18
Планируемые к разработке государственные программы Республики Башкортостан;18
Приложение N 7. ПАСПОРТА ПРИОРИТЕТНЫХ ПРОЕКТОВ;17
"1. ""Институциализация агломераций на базе крупнейших городов Республики Башкортостан""";-1
"2. ""Формирование центров развития на территории";-1
"3. ""Формирование системы институтов и инструментов";-1
"4. ""Поддержка частных быстрорастущих компаний -";-1
"5. ""Повышение эффективности использования";-1
"6. ""Инициативное бюджетирование""";-1
"7. ""Развитие механизмов государственно-частного";-1
"8. ""Развитие механизма облигационных займов как инструмента";-1
"9. ""Использование государственных залоговых механизмов и";-1
"10. ""Инвестиционно-ориентированный брендинг""";-1
"11. ""Гражданская идентичность""";-1
"12. ""Совершенствование структуры, оптимизация";-1
"13. ""Повышение профессиональной компетентности";-1
"14. ""Повышение доступности и востребованности";-1
"15. ""Снижение административных барьеров, создание";-1
"16. ""Повышение открытости деятельности органов";-1
"17. ""Семейная навигация""";-1
"18. ""Рабочие кадры для передовых технологий""";-1
"19. ""Ипотека и арендное жилье""";-1
"20. ""Развитие устойчивого информационного взаимодействия";-1
"21. ""Формирование системы мотивации граждан к здоровому";-1
"22. ""Обеспечение медицинских организаций системы";-1
"23. ""Создание единого цифрового контура в здравоохранении";-1
"24. ""Развитие системы оказания первичной медико-санитарной";-1
"25. ""Борьба с сердечно-сосудистыми заболеваниями";-1
"26. ""Борьба с онкологическими заболеваниями";-1
"27. ""Развитие детского здравоохранения, включая создание";-1
"28. ""Развитие экспорта медицинских услуг";-1
"29. ""Развитие паллиативной помощи в Республике Башкортостан""";-1
"29. ""Совершенствование организаций службы";-1
"30. ""Спортивно-образовательный проект ""Здоровое";-1
"31. ""Подготовка и проведение ""53-х Летних международных";-1
"32. ""Создание сети малобюджетных площадок общефизической";-1
"33. ""Молодая семья""";-1
"34. ""Молодежный ресурсный центр в формате";-1
"35. ""Культура""";-1
"36. ""Интенсивное развитие отрасли животноводства""";-1
"37. ""Производство новой региональной продукции";-1
"38. ""Создание системы селекции и генетики""";-1
"39. ""Техническая и технологическая модернизация";-1
"40. ""Создание научно-образовательных центров для нужд АПК""";-1
"41. ""Развитие сельскохозяйственной потребительской";-1
Приложение N 8;-1
Объем инвестиций в основной капитал за счет всех источников;-1
